species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,0,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.4,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,0,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.085,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,0,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.25,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_fulvius,121,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",399,293.6,5.25,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Russell F.E. (1964) Venomous animals and their toxins. Ann. Rep. Smithsonian Inst., pp 477-487. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.85,ip,mouse,"Wisniewski, M.S., Hill, R.E., Havey, J.M., Bogdan, G.M. and Dart, R.C., 2003. Australian Tiger Snake (Notechis scutatus) and Mexican Coral Snake (Micruris species) Antivenoms Prevent Death from United States Coral Snake (Micrurus fulvius fulvius) Venom in a Mouse Model: ARTICLE. Journal of Toxicology: Clinical Toxicology, 41(1), pp.7-10.",0,0,0.47,98.6,0,0,0.93,no,"Jackson, D.R. and Franz, R., 1981. Ecology of the eastern coral snake (Micrurus fulvius) in northern peninsular Florida. Herpetologica, pp.213-228.",NA
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,327.2,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.2,iv,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,327.2,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.37,ip,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,327.2,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.53,im,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,280.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.03,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,280.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.2,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,280.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.1,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,280.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.4,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,120,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.4,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,120,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.7,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,120,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.5,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_lemniscatus,116,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",361,120,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.7,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",30,0,0,70,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",56.77
Micrurus_mipartitus,120,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",391,296,7,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.47,ip,mouse,"Nì_ez, V., Otero, R., Barona, J., Fonnegra, R., Jim_nez, S., Osorio, R.G., Quintana, J.C. and DÍaz, A., 2004. Inhibition of the toxic effects of Lachesis muta, Crotalus durissus cumanensis and Micrurus mipartitus snake venoms by plant extracts. Pharmaceutical biology, 42(1), pp.49-54.",0,0,0,100,0,0,0,no,"Schmidt, K.P., 1932. Stomach contents of some American coral snakes, with the description of a new species of Geophis. Copeia, 1932(1), pp.6-9.",NA
Micrurus_mipartitus,120,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",391,296,7,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.47,im,mouse,"Nì_ez, V., Otero, R., Barona, J., Fonnegra, R., Jim_nez, S., Osorio, R.G., Quintana, J.C. and DÍaz, A., 2004. Inhibition of the toxic effects of Lachesis muta, Crotalus durissus cumanensis and Micrurus mipartitus snake venoms by plant extracts. Pharmaceutical biology, 42(1), pp.49-54.",0,0,0,100,0,0,0,no,"Schmidt, K.P., 1932. Stomach contents of some American coral snakes, with the description of a new species of Geophis. Copeia, 1932(1), pp.6-9.",NA
